,Population
44902,T-cells
44903,B-cells
44907,T-cells
44912,T-cells
44915,B-cells
44920,T-cells
44930,T-cells
44931,T-cells
44935,B-cells
44938,B-cells
44939,T-cells
44944,T-cells
44950,Other_cells
44953,B-cells
44955,T-cells
44968,T-cells
44974,T-cells
44975,Monocytes
44976,T-cells
44994,T-cells
44997,T-cells
45007,T-cells
45016,T-cells
45019,T-cells
45036,B-cells
45037,T-cells
45038,Monocytes
45043,Monocytes
45046,Monocytes
45047,Monocytes
45050,T-cells
45051,B-cells
45065,T-cells
45080,T-cells
45085,T-cells
45092,T-cells
45108,T-cells
45109,T-cells
45132,T-cells
45139,T-cells
45143,T-cells
45145,Monocytes
45153,T-cells
45155,T-cells
45156,B-cells
45163,Monocytes
45180,T-cells
45184,T-cells
45196,T-cells
45197,T-cells
45207,T-cells
45212,B-cells
45219,T-cells
45221,T-cells
45223,T-cells
45233,T-cells
45244,B-cells
45254,T-cells
45277,T-cells
45299,Other_cells
45304,T-cells
45309,T-cells
45314,T-cells
45316,T-cells
45317,T-cells
45318,Other_cells
45327,T-cells
45331,B-cells
45334,T-cells
45339,T-cells
45347,B-cells
45354,B-cells
45360,Other_cells
45361,T-cells
45380,Monocytes
45384,Other_cells
45388,Other_cells
45389,T-cells
45394,Other_cells
45396,Monocytes
45402,B-cells
45411,B-cells
45426,T-cells
45446,T-cells
45479,T-cells
45485,T-cells
45487,T-cells
45492,T-cells
45497,T-cells
45499,T-cells
45500,B-cells
45521,T-cells
45527,T-cells
45530,T-cells
45536,T-cells
45546,B-cells
45563,T-cells
45570,B-cells
45572,T-cells
45576,T-cells
45588,Monocytes
45608,B-cells
45611,B-cells
45612,B-cells
45631,B-cells
45645,T-cells
45646,T-cells
45654,T-cells
45659,T-cells
45662,T-cells
45665,Monocytes
45682,Monocytes
45701,T-cells
45704,T-cells
45717,T-cells
45718,B-cells
45723,B-cells
45735,T-cells
45737,T-cells
45742,T-cells
45744,B-cells
45745,T-cells
45749,Monocytes
45761,B-cells
45765,T-cells
45766,B-cells
45780,T-cells
45797,Other_cells
45803,T-cells
45810,T-cells
45818,T-cells
45820,T-cells
45834,T-cells
45849,T-cells
45850,T-cells
45862,T-cells
45870,Monocytes
45878,T-cells
45880,T-cells
45888,B-cells
45889,T-cells
45890,Monocytes
45897,T-cells
45899,Monocytes
45910,T-cells
45914,B-cells
45915,T-cells
45928,T-cells
45931,T-cells
45934,T-cells
45940,T-cells
45942,T-cells
45963,Other_cells
45967,T-cells
45970,T-cells
46016,T-cells
46023,B-cells
46026,B-cells
46035,B-cells
46042,B-cells
46046,T-cells
46064,Monocytes
46069,T-cells
46085,T-cells
46087,T-cells
46097,T-cells
46103,T-cells
46108,T-cells
46111,T-cells
46112,T-cells
46114,T-cells
46136,T-cells
46142,T-cells
46151,T-cells
46155,Monocytes
46161,T-cells
46167,T-cells
46169,Other_cells
46173,T-cells
46182,B-cells
46193,T-cells
46202,B-cells
46204,T-cells
46211,Monocytes
46213,T-cells
46215,T-cells
46219,B-cells
46220,T-cells
46225,T-cells
46233,B-cells
46242,T-cells
46243,T-cells
46248,T-cells
46256,T-cells
46261,T-cells
46265,T-cells
46277,T-cells
46284,T-cells
46294,T-cells
46301,T-cells
46311,Monocytes
46326,T-cells
46329,B-cells
46334,T-cells
46367,T-cells
46368,T-cells
46376,T-cells
46389,T-cells
46421,Other_cells
46423,T-cells
46428,T-cells
46436,T-cells
46449,B-cells
46453,T-cells
46455,Monocytes
46463,B-cells
46485,B-cells
46488,T-cells
46495,T-cells
46497,B-cells
46507,T-cells
46508,T-cells
46515,T-cells
46523,B-cells
46528,T-cells
46529,B-cells
46531,T-cells
46539,B-cells
46540,T-cells
46544,T-cells
46546,T-cells
46553,T-cells
46567,T-cells
46579,B-cells
46584,T-cells
46588,Monocytes
46599,B-cells
46602,T-cells
46622,B-cells
46623,B-cells
46631,T-cells
46634,B-cells
46635,T-cells
46641,T-cells
46645,Monocytes
46651,T-cells
46661,T-cells
46663,T-cells
46666,Monocytes
46669,T-cells
46673,T-cells
46677,T-cells
46679,T-cells
46691,B-cells
46694,T-cells
46698,T-cells
46700,B-cells
46702,T-cells
46703,T-cells
46723,Monocytes
46733,T-cells
46735,B-cells
46737,T-cells
46760,T-cells
46795,B-cells
46797,T-cells
46806,T-cells
46808,T-cells
46812,B-cells
46814,T-cells
46816,Monocytes
46843,T-cells
46854,Monocytes
46858,T-cells
46866,T-cells
46867,T-cells
46870,B-cells
46871,Monocytes
46877,T-cells
46880,T-cells
46888,T-cells
46903,T-cells
46905,T-cells
46917,T-cells
46920,B-cells
46941,T-cells
46942,B-cells
46951,B-cells
46959,Other_cells
46979,T-cells
47004,T-cells
47009,T-cells
47014,B-cells
47016,B-cells
47027,T-cells
47029,Other_cells
47043,B-cells
47056,T-cells
47059,B-cells
47060,T-cells
47074,T-cells
47081,B-cells
47090,B-cells
47097,T-cells
47102,Monocytes
47110,B-cells
47115,B-cells
47120,T-cells
47121,T-cells
47123,Other_cells
47126,T-cells
47138,T-cells
47143,T-cells
47158,T-cells
47162,T-cells
47166,Monocytes
47179,T-cells
47187,T-cells
47190,B-cells
47191,Monocytes
47192,B-cells
47213,Monocytes
47214,T-cells
47220,T-cells
47226,T-cells
47227,T-cells
47239,T-cells
47249,Monocytes
47281,T-cells
47295,T-cells
47301,T-cells
47306,T-cells
47312,T-cells
47318,T-cells
47320,B-cells
47325,B-cells
47326,T-cells
47336,T-cells
47343,T-cells
47364,T-cells
47368,Monocytes
47371,T-cells
47372,T-cells
47379,T-cells
47380,T-cells
47389,Other_cells
47391,T-cells
47393,T-cells
47404,T-cells
47410,T-cells
47411,T-cells
47413,T-cells
47419,T-cells
47441,T-cells
47460,T-cells
47481,Monocytes
47488,Monocytes
47491,T-cells
47504,T-cells
47506,T-cells
47514,Monocytes
47521,T-cells
47529,T-cells
47539,Other_cells
47569,T-cells
47570,Other_cells
47601,B-cells
47612,Other_cells
47619,B-cells
47631,Other_cells
47636,B-cells
47651,Other_cells
47665,T-cells
47666,B-cells
47668,Other_cells
47669,T-cells
47695,T-cells
47696,T-cells
47697,T-cells
47704,B-cells
47709,T-cells
47713,T-cells
47714,T-cells
47720,T-cells
47727,T-cells
47737,T-cells
47738,Monocytes
47744,T-cells
47758,T-cells
47789,T-cells
47792,B-cells
47810,B-cells
47811,B-cells
47820,T-cells
47831,T-cells
47833,T-cells
47837,B-cells
47841,T-cells
47848,T-cells
47863,B-cells
47870,T-cells
47873,T-cells
47876,T-cells
47877,T-cells
47916,T-cells
47933,Monocytes
47941,T-cells
47945,T-cells
47948,T-cells
47954,T-cells
47956,T-cells
47983,B-cells
47984,Monocytes
47986,T-cells
47990,B-cells
47995,T-cells
48009,T-cells
48027,T-cells
48029,Monocytes
48060,B-cells
48063,T-cells
48068,B-cells
48073,T-cells
48076,T-cells
48090,T-cells
48100,T-cells
48112,T-cells
48116,Other_cells
48118,B-cells
48131,Other_cells
48137,T-cells
48146,T-cells
48153,Monocytes
48155,Other_cells
48169,B-cells
48174,B-cells
48181,T-cells
48188,B-cells
48203,B-cells
48205,Monocytes
48208,T-cells
48215,T-cells
48219,T-cells
48250,T-cells
48253,Other_cells
48289,B-cells
48303,T-cells
48304,T-cells
48307,T-cells
48314,Monocytes
48320,T-cells
48322,T-cells
48330,T-cells
48335,Monocytes
48359,T-cells
48362,T-cells
48406,Monocytes
48407,B-cells
48415,B-cells
48432,T-cells
48436,B-cells
48442,B-cells
48460,T-cells
48462,T-cells
48467,T-cells
48473,T-cells
48484,T-cells
48485,T-cells
48497,T-cells
48507,T-cells
48512,B-cells
48518,T-cells
48528,B-cells
48539,T-cells
48543,T-cells
48547,T-cells
48557,T-cells
48565,Monocytes
48575,T-cells
48578,B-cells
48581,T-cells
48586,Monocytes
48608,B-cells
48609,T-cells
48627,T-cells
48634,T-cells
48635,T-cells
48638,Monocytes
48640,T-cells
48643,T-cells
48644,T-cells
48649,T-cells
48651,T-cells
48652,T-cells
48655,T-cells
48666,T-cells
48676,Monocytes
48695,T-cells
48706,B-cells
48735,Other_cells
48746,Monocytes
48750,B-cells
48751,T-cells
48754,T-cells
48760,B-cells
48765,T-cells
48772,Monocytes
48779,T-cells
48785,T-cells
48786,T-cells
48791,T-cells
48792,T-cells
48859,T-cells
48862,T-cells
48863,T-cells
48865,Other_cells
48866,Monocytes
48869,T-cells
48871,T-cells
48879,B-cells
48880,B-cells
48890,T-cells
48893,B-cells
48895,Monocytes
48912,Monocytes
48924,T-cells
48938,T-cells
48941,B-cells
48945,T-cells
48953,B-cells
48955,T-cells
48966,T-cells
48967,Monocytes
48970,Other_cells
48971,T-cells
48997,T-cells
49002,T-cells
49004,T-cells
49010,T-cells
49015,Other_cells
49017,T-cells
49033,T-cells
49034,T-cells
49041,B-cells
49052,B-cells
49055,T-cells
49059,T-cells
49063,T-cells
49072,Monocytes
49076,B-cells
49086,T-cells
49090,Other_cells
49093,T-cells
49120,T-cells
49123,T-cells
49124,B-cells
49132,T-cells
49138,Other_cells
49141,T-cells
49146,B-cells
49148,Monocytes
49150,T-cells
49158,T-cells
49163,B-cells
49168,T-cells
49171,T-cells
49177,Other_cells
49203,T-cells
49204,T-cells
49208,B-cells
49219,T-cells
49232,Other_cells
49244,T-cells
49260,T-cells
49268,T-cells
49282,Monocytes
49291,T-cells
49292,T-cells
49308,T-cells
49315,Monocytes
49321,T-cells
49323,T-cells
49325,Monocytes
49330,T-cells
49337,T-cells
49347,Other_cells
49350,B-cells
49355,B-cells
49374,Other_cells
49376,T-cells
49380,T-cells
49388,T-cells
49408,B-cells
49409,T-cells
49413,T-cells
49417,Monocytes
49422,T-cells
49442,T-cells
49445,T-cells
49449,T-cells
49450,Other_cells
49451,T-cells
49456,Monocytes
49457,T-cells
49461,B-cells
49468,T-cells
49472,T-cells
49476,T-cells
49478,T-cells
49499,T-cells
49504,Monocytes
49510,T-cells
49523,B-cells
49525,Monocytes
49526,T-cells
49529,T-cells
49545,T-cells
49554,T-cells
49567,T-cells
49568,Monocytes
49571,T-cells
49576,T-cells
49577,T-cells
49583,T-cells
49585,T-cells
49589,T-cells
49590,Monocytes
49602,T-cells
49613,T-cells
49617,T-cells
49620,T-cells
49622,T-cells
49626,B-cells
49634,T-cells
49657,T-cells
49658,T-cells
49670,T-cells
49675,T-cells
49679,T-cells
49682,B-cells
49684,Monocytes
49692,Monocytes
49694,T-cells
49696,T-cells
49701,B-cells
49707,T-cells
49709,T-cells
49711,T-cells
49716,Other_cells
49722,T-cells
49723,Other_cells
49733,T-cells
49736,T-cells
49743,T-cells
49744,T-cells
49749,T-cells
49750,T-cells
49751,B-cells
49755,T-cells
49757,B-cells
49764,T-cells
49772,T-cells
49786,T-cells
49799,T-cells
49803,B-cells
49806,B-cells
49860,T-cells
49883,T-cells
49884,T-cells
49899,Monocytes
49905,T-cells
49906,T-cells
49910,Monocytes
49911,B-cells
49916,T-cells
49945,Monocytes
49953,Other_cells
49954,T-cells
49963,T-cells
49969,T-cells
49971,Monocytes
49976,B-cells
49991,T-cells
49996,T-cells
50009,T-cells
50013,T-cells
50018,B-cells
50026,T-cells
50037,Other_cells
50040,Monocytes
50044,T-cells
50046,T-cells
50059,T-cells
50061,T-cells
50078,Monocytes
50111,T-cells
50129,B-cells
50136,T-cells
50148,Other_cells
50157,B-cells
50161,Monocytes
50168,T-cells
50184,Other_cells
50190,T-cells
50201,T-cells
50202,T-cells
50206,Monocytes
50221,T-cells
50224,T-cells
50225,T-cells
50227,T-cells
50230,B-cells
50237,T-cells
50245,B-cells
50252,Monocytes
50257,T-cells
50261,T-cells
50265,T-cells
50286,Monocytes
50296,T-cells
50307,Monocytes
50314,T-cells
50324,T-cells
50327,Other_cells
50334,T-cells
50342,T-cells
50368,T-cells
50375,T-cells
50376,B-cells
50384,B-cells
50393,T-cells
50405,T-cells
50407,T-cells
50421,B-cells
50435,Other_cells
50442,T-cells
50453,T-cells
50474,T-cells
50498,T-cells
50499,T-cells
50521,B-cells
50537,Other_cells
50538,T-cells
50543,Monocytes
50544,Monocytes
50547,Other_cells
50550,B-cells
50551,T-cells
50552,T-cells
50577,B-cells
50592,T-cells
50593,T-cells
50599,T-cells
50613,T-cells
50627,B-cells
50631,T-cells
50632,Other_cells
50640,T-cells
50648,B-cells
50658,Other_cells
50660,T-cells
50664,T-cells
50665,B-cells
50666,Other_cells
50682,T-cells
50689,B-cells
50694,T-cells
50704,T-cells
50714,T-cells
50718,B-cells
50725,B-cells
50731,T-cells
50750,T-cells
50757,T-cells
50768,T-cells
50769,T-cells
50770,T-cells
50783,T-cells
50788,T-cells
50789,T-cells
50800,B-cells
50807,T-cells
50808,T-cells
50812,B-cells
50813,T-cells
50815,B-cells
50833,T-cells
50834,T-cells
50837,Monocytes
50847,T-cells
50856,T-cells
50867,T-cells
50876,T-cells
50878,T-cells
50880,B-cells
50891,T-cells
50897,Other_cells
50947,T-cells
50948,Other_cells
50963,B-cells
50967,T-cells
50977,T-cells
50984,Other_cells
51001,T-cells
51004,T-cells
51007,Monocytes
51009,Other_cells
51015,Other_cells
51016,B-cells
51018,Other_cells
51026,T-cells
51033,B-cells
51057,T-cells
51059,T-cells
51061,B-cells
51069,B-cells
51091,B-cells
51096,T-cells
51097,T-cells
51099,T-cells
51101,Monocytes
51114,B-cells
51126,Other_cells
51130,B-cells
51138,B-cells
51147,Other_cells
51153,Other_cells
51154,T-cells
51156,Other_cells
51157,T-cells
51165,B-cells
51178,Monocytes
51180,B-cells
51191,T-cells
51202,Other_cells
51229,T-cells
51232,Other_cells
51237,T-cells
51241,Other_cells
51245,T-cells
51248,T-cells
51249,Monocytes
51253,Other_cells
51254,T-cells
51263,B-cells
51276,T-cells
51278,T-cells
51285,B-cells
51293,B-cells
51306,Monocytes
51311,B-cells
51325,T-cells
51339,T-cells
51353,T-cells
51368,B-cells
51369,T-cells
51377,T-cells
51385,Monocytes
51393,T-cells
51395,B-cells
51396,Other_cells
51401,T-cells
51405,T-cells
51409,T-cells
51412,T-cells
51418,T-cells
51435,T-cells
51439,Other_cells
51441,T-cells
51461,B-cells
51474,B-cells
51503,Monocytes
51517,T-cells
51529,B-cells
51536,B-cells
51555,T-cells
51558,T-cells
51573,Monocytes
51575,Other_cells
51585,T-cells
51597,T-cells
51603,Other_cells
51605,Monocytes
51622,T-cells
51626,T-cells
51645,T-cells
51649,Other_cells
51651,T-cells
51665,T-cells
51669,T-cells
51671,T-cells
51677,T-cells
51681,T-cells
51685,T-cells
51691,T-cells
51740,B-cells
51744,Other_cells
51757,T-cells
51758,B-cells
51766,T-cells
51768,T-cells
51784,T-cells
51793,Other_cells
51799,T-cells
51814,T-cells
51815,T-cells
51822,T-cells
51838,Monocytes
51843,B-cells
51846,T-cells
51857,B-cells
51862,Other_cells
51880,T-cells
51881,T-cells
51900,T-cells
51907,T-cells
51915,Monocytes
51922,B-cells
51929,Monocytes
51930,T-cells
51943,Monocytes
51954,T-cells
51958,B-cells
51964,B-cells
51966,Other_cells
51967,T-cells
51977,B-cells
51985,T-cells
51989,T-cells
51993,B-cells
51994,T-cells
52000,T-cells
52001,Monocytes
52016,Monocytes
52023,T-cells
52039,T-cells
52042,T-cells
52051,T-cells
52053,T-cells
52066,T-cells
52073,Other_cells
52095,Monocytes
52111,T-cells
52115,T-cells
52117,B-cells
52123,T-cells
52135,T-cells
52145,B-cells
52177,Other_cells
52179,Monocytes
52181,T-cells
52191,T-cells
52204,T-cells
52207,T-cells
52230,T-cells
52240,T-cells
52241,Other_cells
52261,T-cells
52288,T-cells
52296,T-cells
52310,T-cells
52315,T-cells
52322,T-cells
52328,T-cells
52332,T-cells
52334,T-cells
52385,T-cells
52400,T-cells
52422,B-cells
52427,T-cells
52432,B-cells
52439,T-cells
52442,T-cells
52452,T-cells
52455,B-cells
52468,T-cells
52470,Other_cells
52484,Other_cells
52492,T-cells
52519,T-cells
52529,Monocytes
52535,T-cells
52543,T-cells
52546,B-cells
52556,Monocytes
52557,B-cells
52565,T-cells
52566,B-cells
52568,T-cells
52583,T-cells
52584,Other_cells
52588,B-cells
52591,T-cells
52598,B-cells
52602,Other_cells
52619,B-cells
52620,B-cells
52629,T-cells
52636,Other_cells
52638,Monocytes
52639,T-cells
52643,T-cells
52644,T-cells
52645,T-cells
52657,T-cells
52658,T-cells
52663,Other_cells
52672,B-cells
52675,T-cells
52676,B-cells
52692,T-cells
52693,T-cells
52710,T-cells
52720,B-cells
52727,T-cells
52755,T-cells
52758,T-cells
52759,T-cells
52763,T-cells
52766,T-cells
52767,T-cells
52773,T-cells
52775,T-cells
52777,T-cells
52784,B-cells
52788,B-cells
52804,T-cells
52808,T-cells
52811,T-cells
52813,T-cells
52817,Monocytes
52819,B-cells
52820,Monocytes
52821,B-cells
52832,T-cells
52846,T-cells
52847,T-cells
52849,T-cells
52852,T-cells
52855,B-cells
52857,B-cells
52864,B-cells
52865,T-cells
52866,B-cells
52878,B-cells
52880,T-cells
52892,Monocytes
52895,T-cells
52898,T-cells
52915,T-cells
52920,T-cells
52931,Other_cells
52960,T-cells
52981,T-cells
52983,Other_cells
52985,T-cells
52986,T-cells
52994,Monocytes
53002,Monocytes
53005,T-cells
53020,Other_cells
53021,T-cells
53025,T-cells
53027,B-cells
53042,T-cells
53051,B-cells
53056,T-cells
53068,B-cells
53074,T-cells
53077,T-cells
53084,Monocytes
53093,B-cells
53100,T-cells
53105,Other_cells
53111,T-cells
53121,B-cells
53124,Monocytes
53125,Other_cells
53126,B-cells
53131,Monocytes
53132,T-cells
53146,T-cells
53151,Monocytes
53155,T-cells
53158,T-cells
53168,T-cells
53172,T-cells
53175,T-cells
53182,Monocytes
53184,Monocytes
53205,T-cells
53224,T-cells
53227,T-cells
53249,T-cells
53254,T-cells
53257,T-cells
53261,Other_cells
53269,T-cells
53272,T-cells
53282,B-cells
53287,T-cells
53308,Other_cells
53309,T-cells
53311,T-cells
53314,T-cells
53321,B-cells
53329,T-cells
53332,T-cells
53338,Monocytes
53341,T-cells
53348,T-cells
53368,T-cells
53370,T-cells
53375,B-cells
53389,Monocytes
53393,B-cells
53443,Monocytes
53444,Monocytes
53457,T-cells
53507,T-cells
53510,T-cells
53511,T-cells
53515,T-cells
53516,Monocytes
53537,T-cells
53540,Monocytes
53541,B-cells
53545,T-cells
53547,B-cells
53554,B-cells
53555,T-cells
53560,T-cells
53563,B-cells
53570,B-cells
53576,Monocytes
53579,T-cells
53587,T-cells
53596,T-cells
53606,Monocytes
53611,B-cells
53616,T-cells
53618,T-cells
53619,Other_cells
53620,T-cells
53627,T-cells
53628,T-cells
53631,Other_cells
53632,T-cells
53637,T-cells
53639,T-cells
53640,T-cells
53642,Other_cells
53644,T-cells
53652,Monocytes
53653,T-cells
53661,Monocytes
53665,T-cells
53669,Other_cells
53672,Monocytes
53674,T-cells
53675,Monocytes
53676,T-cells
53683,T-cells
53685,T-cells
53686,T-cells
53691,Monocytes
53694,B-cells
53697,T-cells
53737,T-cells
53740,T-cells
53746,Monocytes
53757,T-cells
53760,B-cells
53777,T-cells
53779,Monocytes
53784,B-cells
53794,Monocytes
53807,B-cells
53810,Monocytes
53838,T-cells
53841,T-cells
53845,Other_cells
53850,T-cells
53852,T-cells
53855,T-cells
53861,T-cells
53867,T-cells
53869,T-cells
53894,T-cells
53897,B-cells
53904,T-cells
53910,T-cells
53912,T-cells
53916,B-cells
53922,T-cells
53938,T-cells
53952,T-cells
53963,B-cells
53985,B-cells
54008,Monocytes
54013,B-cells
54020,T-cells
54025,T-cells
54029,T-cells
54050,B-cells
54051,B-cells
54053,B-cells
54057,T-cells
54062,T-cells
54064,T-cells
54077,T-cells
54088,T-cells
54092,T-cells
54101,B-cells
54107,T-cells
54110,T-cells
54116,B-cells
54120,B-cells
54121,Monocytes
54122,T-cells
54124,T-cells
54131,B-cells
54132,T-cells
54135,T-cells
54137,T-cells
54146,T-cells
54147,T-cells
54154,T-cells
54155,B-cells
54157,Other_cells
54164,T-cells
54180,T-cells
54197,Other_cells
54202,T-cells
54204,T-cells
54207,Other_cells
54219,Monocytes
54220,Monocytes
54227,T-cells
54233,T-cells
54235,T-cells
54245,T-cells
54248,T-cells
54253,T-cells
54258,T-cells
54266,Other_cells
54279,T-cells
54280,T-cells
54295,T-cells
54322,T-cells
54337,Monocytes
54341,T-cells
54346,Other_cells
54347,Monocytes
54351,B-cells
54356,T-cells
54359,T-cells
54368,T-cells
54373,Monocytes
54374,T-cells
54387,T-cells
54391,Other_cells
54428,T-cells
54429,B-cells
54443,T-cells
54444,T-cells
54446,T-cells
54455,T-cells
54479,T-cells
54484,T-cells
54493,T-cells
54494,T-cells
54496,T-cells
54499,T-cells
54503,T-cells
54506,Monocytes
54517,Monocytes
54519,Monocytes
54524,T-cells
54539,T-cells
54545,T-cells
54546,Monocytes
54547,T-cells
54566,B-cells
54577,T-cells
54579,T-cells
54589,T-cells
54591,T-cells
54592,B-cells
54597,Other_cells
54601,T-cells
54602,Other_cells
54612,T-cells
54623,Monocytes
54630,Monocytes
54636,T-cells
54638,T-cells
54643,T-cells
54658,T-cells
54659,T-cells
54661,B-cells
54669,T-cells
54670,T-cells
54679,T-cells
54683,T-cells
54699,T-cells
54703,T-cells
54705,T-cells
54712,T-cells
54713,T-cells
54714,T-cells
54717,T-cells
54722,T-cells
54725,Other_cells
54738,Monocytes
54745,T-cells
54760,Monocytes
54762,T-cells
54771,Monocytes
54784,T-cells
54788,T-cells
54795,B-cells
54803,T-cells
54806,T-cells
54816,T-cells
54819,T-cells
54820,T-cells
54823,Monocytes
54824,T-cells
54837,B-cells
54843,T-cells
54849,T-cells
54857,T-cells
54860,T-cells
54862,T-cells
54872,Other_cells
54876,T-cells
54877,Monocytes
54889,Other_cells
54895,Monocytes
54899,B-cells
54901,T-cells
54903,T-cells
54906,T-cells
54912,T-cells
54940,T-cells
54946,T-cells
54950,T-cells
54955,Other_cells
54962,T-cells
54969,T-cells
54977,B-cells
54991,T-cells
54995,B-cells
55019,T-cells
55025,T-cells
55032,Monocytes
55033,T-cells
55048,T-cells
55053,B-cells
55063,T-cells
55069,T-cells
55071,Monocytes
55073,B-cells
55078,Other_cells
55080,B-cells
55082,Monocytes
55084,T-cells
55091,B-cells
55109,Monocytes
55115,B-cells
55132,B-cells
55141,Monocytes
55142,T-cells
55143,B-cells
55147,T-cells
55148,B-cells
55151,T-cells
55154,T-cells
55162,T-cells
55176,T-cells
55186,Monocytes
55191,T-cells
55211,T-cells
55217,Other_cells
55218,B-cells
55220,T-cells
55230,T-cells
55236,Monocytes
